usr_code,title,review,rating,place,travel_date
tnt03,Not too many shells,"We were excited to go for shells. Our son had never gone ""shelling"" and was so excited to go. I'm not sure if we timed it wrong or what but the only shells we found were very little one. Like the ones snails go in.  We went twice, both times around 6 or 6:30am.  We found some cool little shells but no bigger shells. It was fun to try to fins the shells with the waves crashing up and down.  If you want bigger shells and sand dollars go to Silver Strand Beach in Coronado.",30,Shell Beach Tide Pools,June 2016
Anita G,Photoshoot ,"Went with my friend, her daughter and her friend for a photoshoot for PIFA web page. They are Ms. Heiva n Mr. Heiva 2016. While they were working it with the photo shots, I was enjoying the view, the air, the sound of the ocean! ",50,Shell Beach Tide Pools,September 2016
bryan8underwood,Target,"The only store I have visited in this shopping center is Target but walking through the center to get to Target is very clean and quiet. It does get busy, especially on weekends, but the location is very convenient. Target has 2 floors providing everything a person needs for business travel plus more.",40,Mission Valley Center,November 2017
10ringtraveler,Business district,"Pretty much anything you need is available here along this stretch of Linda Vista road, The restaurants lean towards Asian cuisine but there are plenty of fast food establishments in the area also, there is everything from Car's Jr to Korean bbq, there are tea shops and gun stores. Not a lot else to say, Its a business district with a large variety of goods.",30,Convoy District,March 2017
Pattie491,Beautiful sights for those with little time,"I  wouldn't really recommend this drive if you have more than one day to see San Diego.  The drive encompasses many of the spectacular spots here, however, some of the stops are full day trips.  You could possibly combine 1-4 spots for a day.  I recommend a full day for these; Birch Aquarium/ La Jolla, Old Town, Balboa Park, and the San Diego Zoo.  If you are going to do the drive, start it early on a Sunday morning for the least amount of traffic.  It is a beautiful drive for those with only one day to see San Diego.",40,San Diego's 59 Mile Scenic Drive,April 2015
Fairestraitor,You Must Go!,"This has been my favorite farmer's Market in San Diego. I love all the artisan vendors, and being able to meet so many interesting and talented people. In the grassy section near the pier, there's a drum circle that usually takes place every Wednesday night. I was able to make small meals from odds and ends at the market, and go chill in the grass with friends. I recommend the olives, the coconut yogurt, the kefir sodas, and the recycled cookies. Enjoy!",50,Ocean Beach Farmers Market,April 2018
minimacaz,"Old, historical, a tad eerie....","This is one of the oldest, if not the oldest, cemeteries in San Diego. It also has a reputation for being haunted, for all you ghost aficionados out there. It's a lot smaller than I expected, but still interesting to look at from either a paranormal or historical perspective. From the center of Old Town it's maybe 10 minutes' walk, but once you get there you have plaques explaining the historical significance, as well as the disturbing information that there were graves under San Diego Avenue that were never moved. Instead, they have markers on the sidewalks. Most of the graves in there are of ancient settlers to Old Town, or relatives. No one really famous, unless you count Yankee Jim (the ghost of Whaley House). Worth stopping by to see if you're in the area.",40,El Campo Santo Cemetery,July 2015
Jonell C,Small and free.,"Small collection, open for roaming before anything else is. Walking amongst sculpture is always a good moment. ",30,Sculpture Garden,January 2015
Meredith6,"Delicious cocktails, chill atmosphere ","This isn't your typical bar scene, so keep that in mind, but a great place for an afternoon cocktail or two. They also sell their spirits by the bottle here. We bought the vodka and so far it is great at home mixed in with some Bloody Mary mix. ",50,You & Yours Distilling Co,June 2017
AdamJ9,Enter into Balboa Park,Can't miss the place.,40,Cabrillo Bridge,December 2014
Walker S,Good parking with an AMC movie theater and lots of stores,"The real name is Westfield Mission Valley but everyone just calls the mall and area Mission Valley.  This is my best place to see a movie.  We mark underground, take the stairs up and buy our tickets.  Nearby are several places to eat and a large variety of shops.  Anchors are Macy's and Target.  A Nordsrom's Rack is here with discount fashions for those that can sort through the merchandise to find their size.  Dozens of other stores are available with a large food court.",40,Mission Valley Center,August 2015
NlsnS,Outdoor shopping,This shopping mall is an outdoor shopping with many famous stores. It has a good location with easy access from the freeways. The parking is not so difficult.,40,Mission Valley Center,October 2015
Silverwoods,World class distillery,"I had the beet sandwich and salad for lunch. To wash it down, i had a peach emoji with the Three Sheets rum. It was delicious.",50,Cutwater Distillery,November 2017
Huesero49,"Sometimes good deals, sometimes not","The stuff isn't always good quality, and not necessarily a good deal, so you have to know what you're buying, cuz they mix in the good, the bad, and the ugly.",30,Nordstrom Rack,January 2015
NancyJ568,Museum of Photographic Arts & others,Also in the same building of interest is the Railroad Museum.....even for non-railroad buffs.,50,Casa De Balboa,April 2015
John S,Tasty tasting,"Very flavorful IPAs.  Popular for having only been open for five weeks, but not crowded.  Friendly staff and good atmosphere.",50,Pure Project,March 2016
Carol C,Beer Excursion,"We happen to be in the neighborhood exploring other interests, and saw the sign for Pure Project, so we went over (Saturday 1-7-16) to check it out.  Very nice modern clean tap room.  MAD went to the dark side with one of the dark selections, maybe a Stout with some Vanilla and Fig undertones, and I went to the Dank side with an all German IPA.  Both were amazing.  Service was great.  There was an awesome Burgermaster outside if you wanted to nosh.  We didn't partake, but it smelled great and looked great as others in the tap room went and got food.  Please go, I think you'll like it. . .  nice selection of beers.",50,Pure Project,January 2017
