review,travel_date,rating,place,usr_code,title
"I used this place as my exit for the Smithsonian Museums but, it is so much more! The highlight is definitely the row of what seems like never ending food trucks which always seem to have endless queues at lunch time.",May 2016,40,L'Enfant Plaza,SarahI487,A great central hub
"It was this past Saturday at 6:30pm, and EVERYTHING except for a single panini shop was closed. Many families were there looking for food as well, but there was none. There was no holiday or anything, and no indication for why it was all closed.",August 2016,10,L'Enfant Plaza,563mariaj,Saturday Evening Awful
"We wanted something to eat because the food trucks had left by that time. That or we didn't know where to look, hehe. But it looks like a new mall, everything is clean and they have a Panda Express. Plenty of seats to chill out at and enough food tables for the food court. ",August 2016,50,L'Enfant Plaza,Kenneth S,Stopped by for some food
Best food at a reasonable price in the DC suburbs. The choices are amazing and you can do anything from vegan to burgers or pizza.,December 2018,50,L'Enfant Plaza,KodiakEd,The Plaza as we call it has really become a destination
"Explored the food court and there is something for everyone. Prices vary and there is a mix of government workers, locals and even a few tourists. This place is Metro accessable so, if you are riding Metro you don’t have to go outside. If you have been walking the Mall as a tourist, there are plenty of places to sit, eat and relax.",December 2018,40,L'Enfant Plaza,maross828,"Food court
Experience"
Great tasting at district winery.  WInemaker sources grapes from all over the US and then makes the wines on site.  Server was knowledgeable and friendly.  Bought a few bottles at reasonable price plus 20% off sale.  Esp. liked the Washington State Pinot Noir.,October 2018,50,District Winery,tripdokta,Great tasting and great variety.
"Our company had an event here and the event staff did an amazing job with the quick turnover during sessions. They created beautiful and delicious plates of food being served in an efficient and friendly way. The wine was also delicious and the Venue was unique, sophisticated and airy.",August 2018,50,District Winery,AlexandreaJG2018,Great Space for an event!
Outside San Fran this the most memorable wine tour I’ve done.,October 2018,50,District Winery,429alanap,Unique Winery and Great host!
The ambiance of the tasting was fully grown by the charming young lady serving us.,November 2018,40,District Winery,rokkap,Surprisingly good wines
We were crossing this place and had a chance to go the restaurant and have quick bite. The place is good and cheap on your wallet!!!,July 2016,50,United States Department of Agriculture,GuruGhummakad,Magnificent building and a lovely restaurant in it!
"The dining area is also very large with booths, etc.",August 2016,50,United States Department of Agriculture,Pakman3795,Nice hidden place for breakfast and lunch
"This USDA Cafeteria is very conveniently located near the Holocaust  Museum, the Washington Monument, Smithsonian Visitor Center, African-American History, American History, Natural History Museums. I would absolutely recommend it.",March 2017,40,United States Department of Agriculture,June_Boys,"YES for a reasonable, varied lunch in the Cafeteria, though go earlier to ensure variety"
"We didn't go inside, but the building is huge and also beautiful from the outside. The attached photo was taken from the North side of the building as we crossed from the National Mall.",March 2017,30,United States Department of Agriculture,L Z,Beautiful building
Entry is free and though small it is definitely worth visiting if you’re in Georgetown. The rooms are decorated in 1700’s style and it’s an interesting attraction to spend quarter of an hour visiting.,September 2017,40,Old Stone House,lauralazuli,Worth visiting 
"Visited today. Sign is posted closed for renovations until at least December 2018. Can see it from the street behind the chain link fence, but cannot go inside.",March 2018,30,Old Stone House,Laura B,Closed for renovations
Built in 1765 before Washington existed ( its part of Old Georgetown). Gives a glimpse oh colonial Washington and Virginia.  Part of the NationalHistorical Park which includes the C&O canal.  ,June 2018,40,Old Stone House,Chinapjs,Oldest building in Washington DC
"This is the only stop where you can transfer from one line to any other line. That being said, it's much larger than most of the stations. It's all underground, so it has a really neat vibe. ",November 2014,40,L'Enfant Plaza,MarkMTAM,Transfer point
"Have visited this mall on Veteransday as I was waiting for my train but was disappointed in the place, Really not much to see, other than having something to eat.",November 2014,20,L'Enfant Plaza,jakesn,Not much to see
"This metro stop has the most transfer lines--yellow, green, blue, orange, and silver. Red is the only line that doesn't run through here. There are lots of shops and restaurants around, so if you find yourself touring in DC and getting hungry, this would be a good stop! It's also close to the National Mall!",July 2015,40,L'Enfant Plaza,QuickWhitTravel,Biggest metro stop
